CompoundID,Product,MW,logP,PSA,ROTN,HBD,HBA,RCount,ARCount,Fsp3,HeavyAcount,Potential Hit,
50128,CNC(=O)[C@@H](CO)Nc1nc(NCc2ccc(Cl)c(Cl)c2)nc(Nc2cc(C)n[nH]2)n1,466.33,2.08,152.77,9,6,11,3,3,0.28,31,yes,1
50131,CNC(=O)[C@@H](CO)Nc1nc(Nc2cc(C)n[nH]2)nc(N[C@H](COC)c2ccccc2)n1,441.5,0.97,162,11,6,12,3,3,0.35,32,no,0
50132,CNC(=O)[C@@H](CO)Nc1nc(Nc2cc(C)n[nH]2)nc(NC2CCCC2)n1,375.44,0.52,152.77,8,6,11,3,2,0.56,27,no,0
50135,CNC(=O)[C@@H](CO)Nc1nc(NCc2cc(F)ccc2F)nc(Nc2cc(C)n[nH]2)n1,433.42,1.06,152.77,9,6,11,3,3,0.28,31,yes,1
50138,CNC(=O)[C@@H](CO)Nc1nc(NCc2ccc(OC(F)F)cc2)nc(Nc2cc(C)n[nH]2)n1,463.45,1.38,162,11,6,12,3,3,0.32,33,no,0
50144,CNC(=O)[C@@H](CO)Nc1nc(Nc2cc(C)n[nH]2)nc(NC(C)c2ccc(F)c(F)c2)n1,447.45,1.62,152.77,9,6,11,3,3,0.32,32,no,0
50151,CNC(=O)[C@@H](CO)Nc1nc(NCC2CCCCC2)nc(Nc2cc(C)n[nH]2)n1,403.49,1.16,152.77,9,6,11,3,2,0.61,29,no,0
50158,CNC(=O)[C@@H](CO)Nc1nc(Nc2cc(C)n[nH]2)nc(NC(C)CCc2ccccc2)n1,439.52,1.6,152.77,11,6,11,3,3,0.38,32,yes,1
50159,CNC(=O)[C@@H](CO)Nc1nc(NCc2cccc(Cl)c2Cl)nc(Nc2cc(C)n[nH]2)n1,466.33,2.08,152.77,9,6,11,3,3,0.28,31,yes,1
50162,CNC(=O)[C@@H](CO)Nc1nc(Nc2cc(C)n[nH]2)nc(N[C@H]2CCCN(Cc3ccccc3)C2)n1,480.58,1.24,156.01,10,6,12,4,3,0.43,35,no,0
50165,CNC(=O)[C@@H](CO)Nc1nc(Nc2cc(C)n[nH]2)nc(N2CCCC2c2nccs2)n1,444.53,0.96,156.87,8,5,12,4,3,0.44,31,no,0
50169,CNC(=O)[C@@H](CO)Nc1nc(Nc2cc(C)n[nH]2)nc(N2CCCC2c2cccc(C)c2)n1,451.54,1.82,143.98,8,5,11,4,3,0.41,33,no,0
50178,CNC(=O)[C@@H](CO)Nc1nc(Nc2cc(C)n[nH]2)nc(N(C)Cc2ccccc2Cl)n1,445.92,1.46,143.98,9,5,11,3,3,0.32,31,yes,1
50179,CNC(=O)[C@@H](CO)Nc1nc(NCc2cccc(OC(F)(F)F)c2)nc(Nc2cc(C)n[nH]2)n1,481.44,1.68,162,10,6,12,3,3,0.32,34,no,0
50185,CNC(=O)[C@@H](CO)Nc1nc(NCc2cc(F)cc(Cl)c2)nc(Nc2cc(C)n[nH]2)n1,449.88,1.57,152.77,9,6,11,3,3,0.28,31,no,0
50186,CNC(=O)[C@@H](CO)Nc1nc(Nc2cc(C)n[nH]2)nc(N(C)C(C)c2ccc(F)cc2)n1,443.49,1.5,143.98,9,5,11,3,3,0.35,32,no,0
50192,CNC(=O)[C@@H](CO)Nc1nc(Nc2cc(C)n[nH]2)nc(N2CCC[C@H]2C)n1,375.44,0.15,143.98,7,5,11,3,2,0.56,27,no,0
50200,CNC(=O)[C@@H](CO)Nc1nc(Nc2cc(C)n[nH]2)nc(N2CCC(C(C)C)CC2)n1,417.52,1.04,143.98,8,5,11,3,2,0.63,30,no,0
50208,CNC(=O)[C@@H](CO)Nc1nc(NCCCc2ccccc2)nc(Nc2cc(C)n[nH]2)n1,425.5,1.21,152.77,11,6,11,3,3,0.35,31,no,0
50212,CNC(=O)[C@@H](CO)Nc1nc(NCc2c(Cl)ccc(C)c2F)nc(Nc2cc(C)n[nH]2)n1,463.91,1.88,152.77,9,6,11,3,3,0.32,32,no,0
50217,CNC(=O)[C@@H](CO)Nc1nc(Nc2cc(C)n[nH]2)nc(N2CCCC2c2ccc(F)c(F)c2)n1,473.49,1.79,143.98,8,5,11,4,3,0.38,34,yes,1
50218,CNC(=O)[C@@H](CO)Nc1nc(Nc2cc(C)n[nH]2)nc(NC2(c3cccnc3)CC2)n1,424.47,0.66,165.66,9,6,12,4,3,0.37,31,no,0
50227,CNC(=O)[C@@H](CO)Nc1nc(Nc2cc(C)n[nH]2)nc(N(C)Cc2ccc(F)cc2)n1,429.46,0.94,143.98,9,5,11,3,3,0.32,31,no,0
50231,CNC(=O)[C@@H](CO)Nc1nc(Nc2cc(C)n[nH]2)nc(N2CCCC2c2cccnc2)n1,438.5,0.9,156.87,8,5,12,4,3,0.4,32,yes,1
50235,CNC(=O)[C@@H](CO)Nc1nc(NCc2ccc(C)cc2)nc(Nc2cc(C)n[nH]2)n1,411.47,1.09,152.77,9,6,11,3,3,0.32,30,yes,1
50240,CNC(=O)[C@@H](CO)Nc1nc(NCCc2ccc(Cl)cc2Cl)nc(Nc2cc(C)n[nH]2)n1,480.36,2.13,152.77,10,6,11,3,3,0.32,32,no,0
50241,CC[C@@H](Nc1nc(Nc2cc(C)n[nH]2)nc(N[C@H](CO)C(=O)NC)n1)c1ccccc1,425.5,1.73,152.77,10,6,11,3,3,0.35,31,no,0
50242,CNC(=O)[C@@H](CO)Nc1nc(NCc2c(F)cccc2Cl)nc(Nc2cc(C)n[nH]2)n1,449.88,1.57,152.77,9,6,11,3,3,0.28,31,yes,1
50249,CNC(=O)[C@@H](CO)Nc1nc(Nc2cc(C)n[nH]2)nc(N(C)Cc2ccc(Cl)cc2Cl)n1,480.36,2.11,143.98,9,5,11,3,3,0.32,32,no,0
50255,CNC(=O)[C@@H](CO)Nc1nc(Nc2cc(C)n[nH]2)nc(N2CCC3(CC2)OCCO3)n1,433.47,-0.49,162.44,7,5,13,4,2,0.61,31,no,0
50262,CNC(=O)[C@@H](CO)Nc1nc(Nc2cc(C)n[nH]2)nc(N2CCC(C)(C)CC2)n1,403.49,0.79,143.98,7,5,11,3,2,0.61,29,no,0
50264,CNC(=O)[C@@H](CO)Nc1nc(Nc2cc(C)n[nH]2)nc(Nc2ccc(C)nc2C)n1,412.46,0.92,165.66,8,6,12,3,3,0.33,30,no,0
50266,CNC(=O)[C@@H](CO)Nc1nc(Nc2cc(C)n[nH]2)nc(NC2CCC(C(F)(F)F)CC2)n1,457.46,1.7,152.77,8,6,11,3,2,0.61,32,no,0
50273,CNC(=O)[C@@H](CO)Nc1nc(Nc2cc(C)n[nH]2)nc(N(C)c2ccc(Cl)cc2Cl)n1,466.33,2.24,143.98,8,5,11,3,3,0.28,31,no,0
50275,C=CCN(c1ccccc1)c1nc(Nc2cc(C)n[nH]2)nc(N[C@H](CO)C(=O)NC)n1,423.48,1.49,143.98,10,5,11,3,3,0.25,31,no,0
50280,CNC(=O)[C@@H](CO)Nc1nc(NCCc2ccccc2)nc(Nc2cc(C)n[nH]2)n1,411.47,0.82,152.77,10,6,11,3,3,0.32,30,no,0
50295,CNC(=O)[C@@H](CO)Nc1nc(Nc2cc(C)n[nH]2)nc(N2CCCC2c2ccccc2)n1,437.51,1.51,143.98,8,5,11,4,3,0.38,32,no,0
50297,CNC(=O)[C@@H](CO)Nc1nc(Nc2cc(C)n[nH]2)nc(NC(C)c2ccccc2F)n1,429.46,1.48,152.77,9,6,11,3,3,0.32,31,no,0
50305,CNC(=O)[C@@H](CO)Nc1nc(NCc2cc(F)cc(C(F)(F)F)c2)nc(Nc2cc(C)n[nH]2)n1,483.43,1.94,152.77,9,6,11,3,3,0.32,34,no,0
50310,CNC(=O)[C@@H](CO)Nc1nc(NCCS(=O)(=O)N2CCCC2)nc(Nc2cc(C)n[nH]2)n1,468.54,-1,190.15,11,6,14,3,2,0.59,32,no,0
50313,CNC(=O)[C@@H](CO)Nc1nc(NCC(F)(F)F)nc(Nc2cc(C)n[nH]2)n1,389.34,0.14,152.77,8,6,11,2,2,0.46,27,no,0
50314,CCCCCNc1nc(Nc2cc(C)n[nH]2)nc(N[C@H](CO)C(=O)NC)n1,377.45,0.77,152.77,11,6,11,2,2,0.56,27,no,0
50315,CNC(=O)[C@@H](CO)Nc1nc(Nc2cc(C)n[nH]2)nc(N2CCCC2c2ccccc2OC)n1,467.53,1.52,153.21,9,5,12,4,3,0.41,34,no,0
50316,CNC(=O)[C@@H](CO)Nc1nc(NCCc2ccc(F)cc2F)nc(Nc2cc(C)n[nH]2)n1,447.45,1.1,152.77,10,6,11,3,3,0.32,32,no,0
50317,CNC(=O)[C@@H](CO)Nc1nc(NCc2ccc(F)cc2C)nc(Nc2cc(C)n[nH]2)n1,429.46,1.23,152.77,9,6,11,3,3,0.32,31,no,0
50319,CNC(=O)[C@@H](CO)Nc1nc(NCc2cccc(OC(F)F)c2)nc(Nc2cc(C)n[nH]2)n1,463.45,1.38,162,11,6,12,3,3,0.32,33,no,0
50335,CNC(=O)[C@@H](CO)Nc1nc(NCCC2=CCCCC2)nc(Nc2cc(C)n[nH]2)n1,415.5,1.47,152.77,10,6,11,3,2,0.53,30,yes,1
50336,CNC(=O)[C@@H](CO)Nc1nc(NCc2cccc(F)c2OC)nc(Nc2cc(C)n[nH]2)n1,445.46,0.93,162,10,6,12,3,3,0.32,32,no,0
50339,CNC(=O)[C@@H](CO)Nc1nc(Nc2cc(C)n[nH]2)nc(N[C@H](C)c2ccc(C)cc2)n1,425.5,1.65,152.77,9,6,11,3,3,0.35,31,no,0
50347,CNC(=O)[C@@H](CO)Nc1nc(Nc2ccc(C)nc2)nc(Nc2cc(C)n[nH]2)n1,398.43,0.61,165.66,8,6,12,3,3,0.29,29,no,0
50359,CNC(=O)[C@@H](CO)Nc1nc(Nc2cc(C)n[nH]2)nc(N[C@H]2CC[C@H](C)CC2)n1,403.49,1.16,152.77,8,6,11,3,2,0.61,29,no,0
50360,CNC(=O)[C@@H](CO)Nc1nc(NCc2cccc(Cl)c2F)nc(Nc2cc(C)n[nH]2)n1,449.88,1.57,152.77,9,6,11,3,3,0.28,31,no,0
50361,CNC(=O)[C@@H](CO)Nc1nc(NCC2(N(C)C)CCN(C)CC2)nc(Nc2cc(C)n[nH]2)n1,461.58,-0.4,159.25,10,6,13,3,2,0.65,33,no,0
50367,CNC(=O)[C@@H](CO)Nc1nc(Nc2cc(C)n[nH]2)nc(NC2(C#N)CC2)n1,372.39,-0.37,176.56,8,6,12,3,2,0.47,27,no,0
50369,CNC(=O)[C@@H](CO)Nc1nc(NCc2ccc(F)cc2)nc(Nc2cc(C)n[nH]2)n1,415.43,0.92,152.77,9,6,11,3,3,0.28,30,yes,1
50377,CNC(=O)[C@@H](CO)Nc1nc(Nc2cc(C)n[nH]2)nc(N2C(C)CCC2C)n1,389.46,0.54,143.98,7,5,11,3,2,0.59,28,no,0
50378,CNC(=O)[C@@H](CO)Nc1nc(Nc2cc(C)n[nH]2)nc(N2CCCC2c2cccc(OC)c2)n1,467.53,1.52,153.21,9,5,12,4,3,0.41,34,yes,1
50383,CNC(=O)[C@@H](CO)Nc1nc(Nc2cc(C)n[nH]2)nc(NC(C)c2ccc(C)cc2)n1,425.5,1.65,152.77,9,6,11,3,3,0.35,31,no,0
50385,CNC(=O)[C@@H](CO)Nc1nc(Nc2cc(C)n[nH]2)nc(N[C@H](C)C2CCCCC2)n1,417.52,1.55,152.77,9,6,11,3,2,0.63,30,no,0
50397,CNC(=O)[C@@H](CO)Nc1nc(Nc2cccc(C(C)=O)c2)nc(Nc2cc(C)n[nH]2)n1,425.45,1.11,169.84,9,6,12,3,3,0.26,31,no,0
50413,CNC(=O)[C@@H](CO)Nc1nc(NCc2ccccc2F)nc(Nc2cc(C)n[nH]2)n1,415.43,0.92,152.77,9,6,11,3,3,0.28,30,no,0
50414,CNC(=O)[C@@H](CO)Nc1nc(NCc2sccc2C)nc(Nc2cc(C)n[nH]2)n1,417.5,1.15,152.77,9,6,11,3,3,0.35,29,yes,1
50415,CNC(=O)[C@@H](CO)Nc1nc(Nc2cc(C)n[nH]2)nc(N[C@H](C)c2cccc3ccccc23)n1,461.53,2.49,152.77,9,6,11,4,4,0.26,34,yes,1
50418,CNC(=O)[C@@H](CO)Nc1nc(Nc2cc(C)n[nH]2)nc(N[C@H](C)c2ccccc2)n1,411.47,1.34,152.77,9,6,11,3,3,0.32,30,no,0
50423,CNC(=O)[C@@H](CO)Nc1nc(NCc2ccccc2C(F)(F)F)nc(Nc2cc(C)n[nH]2)n1,465.44,1.8,152.77,9,6,11,3,3,0.32,33,yes,1
50425,CNC(=O)[C@@H](CO)Nc1nc(NCCc2cccc(OC)c2)nc(Nc2cc(C)n[nH]2)n1,441.5,0.83,162,11,6,12,3,3,0.35,32,no,0
50427,CNC(=O)[C@@H](CO)Nc1nc(NCc2cccc(C(F)(F)F)c2)nc(Nc2cc(C)n[nH]2)n1,465.44,1.8,152.77,9,6,11,3,3,0.32,33,no,0
50430,CNC(=O)[C@@H](CO)Nc1nc(NCc2ccc(F)c(C(F)(F)F)c2)nc(Nc2cc(C)n[nH]2)n1,483.43,1.94,152.77,9,6,11,3,3,0.32,34,yes,1
50436,CNC(=O)[C@@H](CO)Nc1nc(NCc2ccc(C)c(Cl)c2)nc(Nc2cc(C)n[nH]2)n1,445.92,1.74,152.77,9,6,11,3,3,0.32,31,yes,1
50437,CNC(=O)[C@@H](CO)Nc1nc(NCc2cc(C)cc(F)c2)nc(N2CCC(C)(C)CC2)n1,445.54,2.08,115.3,8,4,9,3,2,0.55,32,no,0
50445,CNC(=O)[C@@H](CO)Nc1nc(Nc2cc(COC)[nH]n2)nc(N2CCCC2c2ccccc2OC)n1,497.56,1.35,162.44,11,5,13,4,3,0.43,36,no,0
50446,CNC(=O)[C@@H](CO)Nc1nc(Nc2cc(F)cc(F)c2Cl)nc(N2CCCC2c2cccc(C)c2)n1,517.97,3.72,115.3,8,4,9,4,3,0.33,36,no,0
50447,CNC(=O)[C@@H](CO)Nc1nc(NCc2cccc(Cl)c2F)nc(Nc2cc(C)n[nH]2)n1,449.88,1.57,152.77,9,6,11,3,3,0.28,31,no,0
50450,CNC(=O)C[C@H]1Cc2ccccc2CN1c1nc(NC(C)C(C)C)nc(N2CCCC2c2cccc(C)c2)n1,527.72,5.05,86.28,8,2,8,5,3,0.48,39,no,0
50458,CNC(=O)C[C@H]1Cc2ccccc2CN1c1nc(Nc2cc[nH]n2)nc(N2CCCC2c2ccccc2OC)n1,539.64,3.76,124.19,8,3,11,6,4,0.34,40,no,0
50459,CNC(=O)C[C@H]1Cc2ccccc2CN1c1nc(Nc2cc(C(C)C)n[nH]2)nc(NC(C)CCc2ccccc2)n1,553.72,4.96,123.75,11,4,10,5,4,0.39,41,no,0
50462,CNC(=O)C[C@H]1Cc2ccccc2CN1c1nc(Nc2cc(C(C)C)n[nH]2)nc(N(C)Cc2ccc(Cl)cc2Cl)n1,594.55,5.47,114.96,9,3,10,5,4,0.34,41,no,0
50473,CNC(=O)C[C@H]1Cc2ccccc2CN1c1nc(Nc2cc(C)n[nH]2)nc(NC2CCC(C)(C)CC2)n1,503.66,4.09,123.75,7,4,10,5,3,0.52,37,no,0
50474,CNC(=O)C[C@H]1Cc2ccccc2CN1c1nc(NCc2ccc(Cl)c(Cl)c2)nc(Nc2cc(C)n[nH]2)n1,552.47,4.63,123.75,8,4,10,5,4,0.27,38,no,0
50476,CNC(=O)C[C@H]1Cc2ccccc2CN1c1nc(Nc2cc(C)n[nH]2)nc(N2CCN(c3cccc(OC)c3)CC2)n1,568.69,3.05,127.43,8,3,12,6,4,0.37,42,no,0
50477,CNC(=O)C[C@H]1Cc2ccccc2CN1c1nc(NCCc2ccc(Cl)cc2)nc(Nc2cc(C)n[nH]2)n1,532.05,4.02,123.75,9,4,10,5,4,0.3,38,no,0
50478,CNC(=O)C[C@H]1Cc2ccccc2CN1c1nc(NCc2ccccc2)nc(Nc2cc(C)n[nH]2)n1,483.58,3.33,123.75,8,4,10,5,4,0.27,36,no,0
50481,CNC(=O)C[C@H]1Cc2ccccc2CN1c1nc(Nc2cc(C)n[nH]2)nc(N2CCN(C(C)c3ccccc3)CC2)n1,566.71,3.6,118.2,8,3,11,6,4,0.39,42,no,0
50489,CNC(=O)C[C@H]1Cc2ccccc2CN1c1nc(Nc2cc(C)n[nH]2)nc(NC(C)c2ccc(F)c(F)c2)n1,533.59,4.17,123.75,8,4,10,5,4,0.3,39,no,0
50490,CNC(=O)C[C@H]1Cc2ccccc2CN1c1nc(Nc2cc(C)n[nH]2)nc(N2CCCC3(CCNC3=O)C2)n1,530.64,1.82,144.06,6,4,12,6,3,0.48,39,no,0
50492,CNC(=O)C[C@H]1Cc2ccccc2CN1c1nc(Nc2cc(C)n[nH]2)nc(N2CCN(Cc3cccnc3)CC2)n1,553.68,2.43,131.09,8,3,12,6,4,0.38,41,no,0
50493,CNC(=O)C[C@H]1Cc2ccccc2CN1c1nc(Nc2cc(C)n[nH]2)nc(N2CCN(C(=O)N(C)C)CC2)n1,533.64,1.52,138.51,6,3,13,5,3,0.46,39,no,0
50495,CNC(=O)C[C@H]1Cc2ccccc2CN1c1nc(Nc2cc(C)n[nH]2)nc(N[C@@H](C)C2CC2)n1,461.57,2.92,123.75,8,4,10,5,3,0.46,34,no,0
50497,CNC(=O)C[C@H]1Cc2ccccc2CN1c1nc(NCCc2ccc(C)c(C)c2)nc(Nc2cc(C)n[nH]2)n1,525.66,3.99,123.75,9,4,10,5,4,0.34,39,no,0
50508,CNC(=O)C[C@H]1Cc2ccccc2CN1c1nc(Nc2cc(C)n[nH]2)nc(Nc2ccccc2OC)n1,499.58,3.47,132.98,8,4,11,5,4,0.27,37,no,0
50516,CNC(=O)C[C@H]1Cc2ccccc2CN1c1nc(Nc2cc(C)n[nH]2)nc(N2CCCC2c2ccc(F)cc2)n1,541.64,4.19,114.96,7,3,10,6,4,0.34,40,no,0
50518,CNC(=O)C[C@H]1Cc2ccccc2CN1c1nc(Nc2cc(C)n[nH]2)nc(N2CCC(SC)CC2)n1,507.67,3.05,114.96,7,3,10,5,3,0.48,36,no,0
50522,CNC(=O)C[C@H]1Cc2ccccc2CN1c1nc(Nc2cc(C)n[nH]2)nc(N2CCN(c3ccccc3F)CC2)n1,556.65,3.18,118.2,7,3,11,6,4,0.34,41,no,0
50527,CNC(=O)C[C@H]1Cc2ccccc2CN1c1nc(Nc2cc(C)n[nH]2)nc(N2CCCC2c2cccc(C)c2)n1,537.67,4.36,114.96,7,3,10,6,4,0.37,40,no,0
50531,CNC(=O)C[C@H]1Cc2ccccc2CN1c1nc(Nc2cc(C)n[nH]2)nc(N(C)C(C)c2ccc(F)cc2)n1,529.62,4.05,114.96,8,3,10,5,4,0.32,39,no,0
50534,CNC(=O)C[C@H]1Cc2ccccc2CN1c1nc(Nc2cc(C)n[nH]2)nc(N2CCC(C(C)C)CC2)n1,503.66,3.59,114.96,7,3,10,5,3,0.52,37,yes,1
50535,CNC(=O)C[C@H]1Cc2ccccc2CN1c1nc(Nc2cc(C)n[nH]2)nc(NC2CCc3ccc(OC)cc32)n1,539.64,3.82,132.98,8,4,11,6,4,0.34,40,no,0
50541,CNC(=O)C[C@H]1Cc2ccccc2CN1c1nc(Nc2cc(C)n[nH]2)nc(N2CCCC2c2ccc(F)c(F)c2)n1,559.63,4.33,114.96,7,3,10,6,4,0.34,41,no,0
50548,CNC(=O)C[C@H]1Cc2ccccc2CN1c1nc(Nc2cc(C)n[nH]2)nc(N2CCN(c3ccc(C)cc3C)CC2)n1,566.71,3.66,118.2,7,3,11,6,4,0.39,42,no,0
50552,CNC(=O)C[C@H]1Cc2ccccc2CN1c1nc(NCCc2ccc(Cl)cc2Cl)nc(Nc2cc(C)n[nH]2)n1,566.5,4.68,123.75,9,4,10,5,4,0.3,39,no,0
50556,CNC(=O)C[C@H]1Cc2ccccc2CN1c1nc(Nc2ccc(OC)nc2)nc(Nc2cc(C)n[nH]2)n1,500.57,2.86,145.87,8,4,12,5,4,0.28,37,no,0
50557,CNC(=O)C[C@H]1Cc2ccccc2CN1c1nc(NCCCc2ccccn2)nc(Nc2cc(C)n[nH]2)n1,512.62,3.15,136.64,10,4,11,5,4,0.33,38,no,0
50559,CNC(=O)C[C@H]1Cc2ccccc2CN1c1nc(Nc2cc(C)n[nH]2)nc(NC(C)COC)n1,465.56,2.16,132.98,9,4,11,4,3,0.43,34,no,0
50560,CNC(=O)C[C@H]1Cc2ccccc2CN1c1nc(Nc2cc(C)n[nH]2)nc(N2CCN(c3ccc(F)cc3F)CC2)n1,574.64,3.32,118.2,7,3,11,6,4,0.34,42,no,0
50567,CNC(=O)C[C@H]1Cc2ccccc2CN1c1nc(Nc2cc(C)n[nH]2)nc(N2CCC(C)(C)CC2)n1,489.63,3.34,114.96,6,3,10,5,3,0.5,36,no,0
50568,CC[C@H](C)CNc1nc(Nc2cc(C)n[nH]2)nc(N2Cc3ccccc3C[C@@H]2CC(=O)NC)n1,463.59,3.17,123.75,9,4,10,4,3,0.46,34,no,0
50573,CNC(=O)C[C@H]1Cc2ccccc2CN1c1nc(Nc2cc(C)n[nH]2)nc(N(C)[C@@H](C)c2ccccc2)n1,511.63,3.91,114.96,8,3,10,5,4,0.32,38,no,0
50575,CNC(=O)C[C@H]1Cc2ccccc2CN1c1nc(Nc2cc(C)n[nH]2)nc(NC(C)c2ccc(Br)cc2)n1,576.5,4.65,123.75,8,4,10,5,4,0.3,38,no,0
50584,CNC(=O)C[C@H]1Cc2ccccc2CN1c1nc(Nc2cc(C)n[nH]2)nc(N2CCN(c3ccccc3OC)CC2)n1,568.69,3.05,127.43,8,3,12,6,4,0.37,42,no,0
50590,CNC(=O)C[C@H]1Cc2ccccc2CN1c1nc(Nc2cc(C)n[nH]2)nc(N(C)Cc2ccccc2)n1,497.61,3.35,114.96,8,3,10,5,4,0.3,37,no,0
50594,CNC(=O)C[C@H]1Cc2ccccc2CN1c1nc(NCCS(=O)(=O)N2CCCC2)nc(Nc2cc(C)n[nH]2)n1,554.68,1.55,161.13,10,4,13,5,3,0.48,39,no,0
50599,CNC(=O)C[C@H]1Cc2ccccc2CN1c1nc(Nc2cc(C)n[nH]2)nc(NC2CC2)n1,433.52,2.29,123.75,7,4,10,5,3,0.41,32,no,0
50600,CNC(=O)C[C@H]1Cc2ccccc2CN1c1nc(NCCC2=CCCCC2)nc(Nc2cc(C)n[nH]2)n1,501.64,4.02,123.75,9,4,10,5,3,0.44,37,no,0
50601,CNC(=O)C[C@H]1Cc2ccccc2CN1c1nc(NCc2cccc(Cl)c2F)nc(Nc2cc(C)n[nH]2)n1,536.02,4.12,123.75,8,4,10,5,4,0.27,38,yes,1
50605,CNC(=O)C[C@H]1Cc2ccccc2CN1c1nc(Nc2cc(C)n[nH]2)nc(N2CCC(S(C)(=O)=O)CC2)n1,539.67,1.73,149.1,7,3,12,5,3,0.48,38,no,0
50611,CNC(=O)C[C@H]1Cc2ccccc2CN1c1nc(Nc2cc(C)n[nH]2)nc(NC2CC(=O)N(Cc3ccccc3)C2)n1,566.67,2.93,144.06,9,4,12,6,4,0.33,42,yes,1
50613,CNC(=O)C[C@H]1Cc2ccccc2CN1c1nc(Nc2cc(C)n[nH]2)nc(N2CCCC2c2cccc(OC)c2)n1,553.67,4.06,124.19,8,3,11,6,4,0.37,41,no,0
50614,CCN(c1nc(Nc2cc(C)n[nH]2)nc(N2Cc3ccccc3C[C@@H]2CC(=O)NC)n1)c1ccccc1C,511.63,4.18,114.96,8,3,10,5,4,0.32,38,no,0
50616,CNC(=O)C[C@H]1Cc2ccccc2CN1c1nc(NCCc2ccc(F)cc2)nc(Nc2cc(C)n[nH]2)n1,515.6,3.51,123.75,9,4,10,5,4,0.3,38,no,0
50623,CNC(=O)C[C@H]1Cc2ccccc2CN1c1nc(NCCc2cccc(Cl)c2)nc(Nc2cc(C)n[nH]2)n1,532.05,4.02,123.75,9,4,10,5,4,0.3,38,yes,1
50625,CNC(=O)C[C@H]1Cc2ccccc2CN1c1nc(Nc2cc(C)n[nH]2)nc(N[C@@H]2CCc3ccccc32)n1,509.62,3.81,123.75,7,4,10,6,4,0.32,38,no,0
50627,CCN(c1ccc(C)cc1)c1nc(Nc2cc(C)n[nH]2)nc(N2Cc3ccccc3C[C@@H]2CC(=O)NC)n1,511.63,4.18,114.96,8,3,10,5,4,0.32,38,no,0
50631,CNC(=O)C[C@H]1Cc2ccccc2CN1c1nc(Nc2cc(C)n[nH]2)nc(Nc2cc(C)ccc2F)n1,501.57,3.91,123.75,7,4,10,5,4,0.27,37,no,0
50635,CNC(=O)C[C@H]1Cc2ccccc2CN1c1nc(NCc2cccnc2)nc(Nc2cc(C)n[nH]2)n1,484.57,2.72,136.64,8,4,11,5,4,0.28,36,no,0
50637,CNC(=O)C[C@H]1Cc2ccccc2CN1c1nc(NCc2cc(C)cc(F)c2)nc(N2CCC(C)(C)CC2)n1,531.68,4.63,86.28,7,2,8,5,3,0.47,39,no,0
50640,CNC(=O)C[C@H]1Cc2ccccc2CN1c1nc(NCc2ccc3c(c2)OCO3)nc(Nc2cc(COC)[nH]n2)n1,557.62,2.89,151.44,10,4,13,6,4,0.32,41,no,0
50645,CNC(=O)C[C@H]1Cc2ccccc2CN1c1nc(Nc2c(F)ccc(F)c2F)nc(N2CCCC2c2ccccc2OC)n1,603.65,5.45,95.51,8,2,9,6,4,0.31,44,no,0
50648,CNC(=O)Cn1c(C)ccc(Nc2nc(Nc3cc[nH]n3)nc(N3CCCC3c3ccccc3OC)n2)c1=O,530.59,2.65,154.98,9,4,13,5,4,0.31,39,yes,1
50653,CNC(=O)Cn1c(C)ccc(Nc2nc(NCc3cccc(Cl)c3F)nc(Nc3cc[nH]n3)n2)c1=O,512.94,2.7,154.54,9,5,12,4,4,0.18,36,no,0
50656,CNC(=O)Cn1c(C)ccc(Nc2nc(Nc3ccc(C)c(C(F)(F)F)c3)nc(Nc3cc[nH]n3)n2)c1=O,528.5,3.37,154.54,8,5,12,4,4,0.22,38,no,0
50660,CNC(=O)Cn1c(C)ccc(Nc2nc(Nc3cc(C(C)C)n[nH]3)nc(N3CCCC3c3cccc(OC)c3)n2)c1=O,572.67,3.77,154.98,10,4,13,5,4,0.38,42,no,0
50664,CNC(=O)Cn1c(C)ccc(Nc2nc(Nc3cc(C)n[nH]3)nc(N[C@H](C)c3ccc(Br)cc3)n2)c1=O,567.45,3.54,154.54,9,5,12,4,4,0.25,37,no,0
50668,CNC(=O)Cn1c(C)ccc(Nc2nc(NCc3cccc(Cl)c3Cl)nc(Nc3cc(C)n[nH]3)n2)c1=O,543.42,3.53,154.54,9,5,12,4,4,0.22,37,no,0
50672,CNC(=O)Cn1c(C)ccc(Nc2nc(Nc3cc(C)n[nH]3)nc(N3CCCC3c3ccc(F)cc3)n2)c1=O,532.58,3.09,145.75,8,4,12,5,4,0.31,39,no,0
50674,CCOc1cccc(Nc2nc(Nc3cc(C)n[nH]3)nc(Nc3ccc(C)n(CC(=O)NC)c3=O)n2)c1,504.56,2.75,163.77,10,5,13,4,4,0.25,37,no,0
50675,CNC(=O)Cn1c(C)ccc(Nc2nc(Nc3cc(C)n[nH]3)nc(NC(C)(C)C)n2)c1=O,440.51,1.82,154.54,7,5,12,3,3,0.4,32,no,0
50685,CNC(=O)Cn1c(C)ccc(Nc2nc(Nc3cc(C)n[nH]3)nc(N3CCCC3c3cccc(C)c3)n2)c1=O,528.62,3.26,145.75,8,4,12,5,4,0.33,39,no,0
50687,CNC(=O)Cn1c(C)ccc(Nc2nc(NCc3ccc(C)c(F)c3)nc(Nc3cc(C)n[nH]3)n2)c1=O,506.55,2.67,154.54,9,5,12,4,4,0.25,37,no,0
